,index,invoice_no,customer_id,gender, age ,category,quantity,Price,payment_method,invoice_date,shopping_mall
4293,39629,I335770,C336888,Male,57,Cosmetics,1,40.66,Debit Card,8/10/22,Forum Istanbul
4003,68528,I160878,C130830,Male,33,Food & Beverage,2,10.46,Credit Card,25/04/2022,Kanyon
2753,15762,I118897,C801205,Female,33,Clothing,4,1200.32,Cash,12/8/21,Kanyon
3113,27022,I180567,C235406,Male,69,Clothing,2,600.16,Debit Card,22/07/2021,Viaport Outlet
485,53022,I239318,C309866,Male,35,Cosmetics,4,162.64,Cash,12/11/21,Metropol AVM
1332,72334,I102415,C279084,Female,47,Shoes,5,3000.85,Cash,3/7/21,Metrocity
4156,63634,I281004,C904409,Male,20,Food & Beverage,5,26.15,Cash,1/2/21,Metrocity
3252,82425,I291825,C281643,Male,38,Souvenir,2,23.46,Cash,19/01/2023,Kanyon
1133,69018,I176634,C234158,Female,57,Food & Beverage,5,26.15,Cash,10/2/21,Mall of Istanbul
3037,82028,I175448,C336462,Male,26,Souvenir,4,46.92,Debit Card,6/11/21,Istinye Park
1278,58369,I237510,C128211,Female,31,Food & Beverage,4,20.92,Debit Card,15/06/2022,Kanyon
4235,69387,I137332,C205731,Male,50,Shoes,4,,Cash,3/5/21,Istinye Park
4748,84948,I106086,C295681,Female,31,Technology,3,3150,Credit Card,8/3/23,Istinye Park
1888,76945,I302708,C442862,Female,48,Shoes,4,2400.68,Credit Card,15/01/2022,Istinye Park
1869,42964,I232346,C936179,Male,58,Cosmetics,4,162.64,Credit Card,4/11/22,Metrocity
3625,97477,I295530,C104473,Male,28,Toys,5,179.2,Debit Card,1/9/22,Cevahir AVM
4690,62203,I206221,C145710,Female,39,Food & Beverage,1,5.23,Cash,11/7/21,Istinye Park
1287,91944,I139139,C959087,Female,57,Toys,4,143.36,Cash,29/12/2021,Istinye Park
1747,75774,I301673,C166686,Male,63,Shoes,4,2400.68,Credit Card,19/02/2022,Metrocity
2387,41080,I832519,C339647,Male,30,Cosmetics,4,162.64,Debit Card,5/5/21,Cevahir AVM
4438,51143,I332468,C987832,Male,58,Cosmetics,5,203.3,Credit Card,8/6/21,Kanyon
2356,35084,I245746,C187355,Female,53,Clothing,4,1200.32,Cash,18/06/2021,Metrocity
3827,39242,I143860,C627157,Female,42,Clothing,1,300.08,Cash,20/01/2021,Viaport Outlet
148,48630,I368860,C216734,Female,59,Cosmetics,5,203.3,Cash,18/01/2021,Metrocity
3863,76941,I189138,C211490,Female,57,Shoes,2,1200.34,Debit Card,1/8/22,Metropol AVM
1647,82257,I117010,C269611,Female,45,Souvenir,1,11.73,Debit Card,14/10/2021,Mall of Istanbul
2093,84503,I944472,C250291,Female,41,Technology,1,1050,Cash,10/9/21,Kanyon
3044,33187,I331718,C577764,Female,30,Clothing,5,1500.4,Credit Card,17/03/2021,Metrocity
4332,44537,I949488,C149406,Female,45,Cosmetics,5,203.3,Cash,27/01/2023,Metropol AVM
4841,111,I337706,C126492,Female,41,Books,1,15.15,Credit Card,6/3/22,Kanyon
4207,68945,I753132,C133817,Female,51,Food & Beverage,5,26.15,Credit Card,6/11/22,Istinye Park
4892,27299,I902955,C283431,Female,44,Clothing,1,300.08,Credit Card,23/11/2022,Kanyon
3915,28142,I136256,C265850,Female,38,Clothing,3,900.24,Cash,27/02/2022,Metrocity
2330,15941,I262376,C133709,Female,28,Clothing,2,600.16,Credit Card,7/3/21,Istinye Park
1325,35622,I183081,C180983,Female,67,Clothing,1,300.08,Cash,5/6/21,Mall of Istanbul
3753,86432,I539476,C382306,Female,48,Technology,3,3150,Cash,12/3/22,Mall of Istanbul
2780,23798,I277475,C454284,Female,23,Clothing,3,900.24,Cash,31/05/2021,Mall of Istanbul
468,16447,I237289,C306096,Male,21,Clothing,4,1200.32,Cash,30/04/2022,Metrocity
1249,54509,I149426,C773702,Male,52,Cosmetics,4,162.64,Debit Card,2/1/21,Kanyon
200,1547,I103967,C257754,Male,63,Books,5,75.75,Credit Card,2/9/21,Kanyon
4468,3119,I165795,C253001,Male,54,Books,4,60.6,Cash,7/3/22,Mall of Istanbul
1492,23553,I163765,C183841,Male,24,Clothing,2,600.16,Credit Card,7/9/21,Cevahir AVM
3637,80364,I147889,C292207,Female,53,Souvenir,2,23.46,Debit Card,5/3/23,Istinye Park
4294,42924,I493161,C192156,Male,35,Cosmetics,2,81.32,Debit Card,4/9/21,Metropol AVM
4354,96955,I212277,C843852,Male,28,Toys,2,71.68,Credit Card,30/11/2022,Mall of Istanbul
950,76850,I259723,C248391,Female,58,Shoes,2,1200.34,Credit Card,10/6/22,Emaar Square Mall
3581,92464,I248051,C869654,Female,62,Toys,4,143.36,Cash,19/03/2021,Istinye Park
2257,16986,I190817,C183450,Male,37,Clothing,1,300.08,Credit Card,5/3/22,Mall of Istanbul
437,26787,I170794,C272709,Male,25,Clothing,5,1500.4,Cash,4/3/21,Metropol AVM
1005,48566,I151372,C173429,Female,64,Cosmetics,1,40.66,Debit Card,28/07/2022,Kanyon
217,23266,I596396,C223155,Female,66,Clothing,5,1500.4,Cash,21/04/2021,Metropol AVM
4814,32462,I227757,C210828,Male,44,Clothing,2,600.16,Credit Card,28/05/2021,Kanyon
2893,36011,I906670,C916621,Female,32,Clothing,2,600.16,Cash,7/4/22,Viaport Outlet
3439,81633,I621406,C405578,Female,18,Souvenir,4,46.92,Credit Card,25/05/2021,Mall of Istanbul
1879,4518,I260108,C193629,Male,28,Books,3,45.45,Credit Card,2/3/22,Zorlu Center
2052,40164,I332970,C613956,Female,66,Cosmetics,4,162.64,Credit Card,5/5/21,Kanyon
4496,13679,I389143,C326493,Female,36,Clothing,2,600.16,Debit Card,25/06/2022,Istinye Park
3561,50507,I490295,C301426,Female,39,Cosmetics,1,40.66,Debit Card,3/3/23,Mall of Istanbul
2454,691,I161458,C288358,Male,20,Books,3,45.45,Credit Card,3/7/21,Kanyon
3649,55682,I580188,C282085,Female,58,Food & Beverage,2,10.46,Credit Card,17/06/2021,Metropol AVM
1417,8528,I868661,C591556,Female,24,Clothing,1,300.08,Credit Card,8/10/22,Forum Istanbul
758,52903,I187897,C511422,Female,49,Cosmetics,3,121.98,Cash,24/10/2022,Metrocity
2481,92728,I188695,C720699,Female,38,Toys,4,143.36,Credit Card,18/04/2022,Viaport Outlet
3005,34028,I211156,C196680,Male,67,Clothing,4,1200.32,Debit Card,4/2/23,Zorlu Center
2594,57175,I290699,C155168,Female,32,Food & Beverage,5,26.15,Cash,19/07/2021,Mall of Istanbul
2225,96722,I135363,C740585,Male,49,Toys,2,71.68,Debit Card,26/10/2022,Mall of Istanbul
2197,83535,I757368,C209373,Male,23,Souvenir,1,11.73,Cash,13/04/2022,Kanyon
3899,44224,I321447,C204659,Female,39,Cosmetics,3,121.98,Debit Card,2/4/22,Mall of Istanbul
743,63277,I310754,C195194,Male,66,Food & Beverage,4,20.92,Debit Card,28/05/2022,Mall of Istanbul
4843,92894,I380285,C758611,Male,33,Toys,1,35.84,Credit Card,14/11/2021,Kanyon
1046,36401,I100151,C315218,Male,69,Clothing,2,600.16,Cash,23/07/2021,Kanyon
641,33868,I584648,C224565,Male,37,Clothing,2,600.16,Debit Card,15/05/2022,Metrocity
4805,57561,I210175,C354589,Female,62,Food & Beverage,4,20.92,Debit Card,21/02/2021,Mall of Istanbul
586,93493,I953272,C310708,Male,30,Toys,2,71.68,Debit Card,5/2/22,Viaport Outlet
4120,88962,I235623,C163799,Male,48,Technology,2,2100,Credit Card,3/3/23,Zorlu Center
2267,38387,I317003,C304688,Female,46,Clothing,4,1200.32,Debit Card,25/05/2021,Mall of Istanbul
3756,35669,I320499,C224804,Male,33,Clothing,2,600.16,Debit Card,27/08/2021,Forum Istanbul
3259,13381,I219728,C474168,Male,37,Clothing,2,600.16,Debit Card,19/01/2022,Kanyon
3642,10064,I309592,C711317,Female,56,Clothing,5,1500.4,Cash,17/06/2021,Metrocity
4917,95765,I136082,C531067,Male,54,Toys,4,143.36,Cash,19/09/2021,Mall of Istanbul
917,67504,I122754,C130821,Female,49,Food & Beverage,5,26.15,Cash,1/2/21,Kanyon
2002,1502,I268108,C156072,Male,60,Books,2,30.3,Credit Card,24/02/2022,Metrocity
4875,35029,I261585,C234938,Female,21,Clothing,1,300.08,Debit Card,13/10/2021,Mall of Istanbul
58,3316,I290361,C301903,Female,40,Books,4,60.6,Credit Card,16/12/2022,Kanyon
2931,61159,I196936,C300290,Male,23,Food & Beverage,2,10.46,Credit Card,28/06/2021,Viaport Outlet
2555,11746,I107664,C124672,Female,57,Clothing,1,300.08,Cash,30/12/2022,Metrocity
4088,20518,I128243,C166107,Female,51,Clothing,5,1500.4,Credit Card,1/6/21,Metrocity
3593,3559,I143224,C535512,Male,43,Books,2,30.3,Credit Card,20/01/2023,Forum Istanbul
213,19656,I600408,C328429,Male,48,Clothing,2,600.16,Cash,14/02/2021,Metrocity
3635,14671,I317111,C127864,Female,28,Clothing,4,1200.32,Debit Card,25/12/2021,Viaport Outlet
3211,78505,I244312,C990498,Female,63,Shoes,1,600.17,Cash,22/01/2022,Istinye Park
4677,59423,I551066,C187567,Male,56,Food & Beverage,5,26.15,Debit Card,15/01/2021,Forum Istanbul
3885,30079,I562528,C292288,Male,65,Clothing,4,1200.32,Cash,24/06/2022,Istinye Park
2645,18021,I163171,C237874,Male,60,Clothing,4,1200.32,Cash,16/10/2022,Kanyon
3288,9262,I322643,C276806,Male,53,Clothing,2,600.16,Credit Card,9/6/22,Mall of Istanbul
2792,10668,I941003,C290758,Female,44,Clothing,4,1200.32,Debit Card,5/7/22,Metrocity
1260,33269,I110949,C267425,Male,22,Clothing,2,600.16,Cash,2/3/21,Istinye Park
4746,7885,I207449,C724933,Female,37,Clothing,2,600.16,Credit Card,25/07/2022,Cevahir AVM
4939,6206,I285599,C348227,Female,22,Clothing,1,300.08,Cash,20/05/2021,Kanyon
479,99286,I121293,C247501,Female,69,Toys,4,143.36,Cash,22/10/2021,Kanyon
4479,28613,I674443,C493521,Female,31,Clothing,3,900.24,Credit Card,29/07/2022,Emaar Square Mall
4639,69264,I512591,C148373,Female,18,Food & Beverage,3,15.69,Credit Card,31/01/2021,Kanyon
4579,24458,I294312,C316554,Female,45,Clothing,2,600.16,Cash,21/07/2021,Cevahir AVM
280,9638,I517096,C310673,Male,25,Clothing,3,900.24,Credit Card,26/08/2022,Emaar Square Mall
84,68322,I301462,C202319,Female,34,Food & Beverage,2,10.46,Cash,8/4/21,Emaar Square Mall
1377,21861,I510891,C156426,Female,41,Clothing,4,1200.32,Cash,16/05/2022,Metropol AVM
3670,77662,I262118,C148762,Male,21,Shoes,4,2400.68,Credit Card,29/04/2021,Istinye Park
1922,41652,I113011,C271841,Female,39,Cosmetics,3,121.98,Cash,10/12/22,Mall of Istanbul
947,48785,I200758,C278788,Male,52,Cosmetics,1,40.66,Credit Card,16/02/2023,Kanyon
267,92485,I150430,C223348,Female,50,Toys,2,71.68,Credit Card,3/7/22,Istinye Park
2906,11109,I506939,C183217,Female,22,Clothing,4,1200.32,Credit Card,11/6/22,Mall of Istanbul
2019,61752,I197722,C459765,Female,68,Food & Beverage,5,26.15,Cash,16/02/2023,Mall of Istanbul
923,18125,I169182,C687204,Male,50,Clothing,3,900.24,Cash,2/10/22,Kanyon
256,73049,I605729,C746190,Female,26,Shoes,3,1800.51,Credit Card,25/08/2021,Istinye Park
2565,54736,I440435,C496516,Female,50,Food & Beverage,5,26.15,Cash,2/9/21,Metrocity
1903,52376,I225365,C151253,Male,62,Cosmetics,4,162.64,Cash,21/03/2022,Metropol AVM
4457,52879,I196846,C558670,Female,56,Cosmetics,2,81.32,Cash,3/12/21,Istinye Park
188,26471,I815800,C306288,Female,30,Clothing,5,1500.4,Credit Card,4/11/22,Metrocity
1830,9448,I280362,C824915,Female,69,Clothing,1,300.08,Credit Card,6/5/21,Metrocity
1082,31641,I289656,C307136,Male,58,Clothing,3,900.24,Credit Card,11/2/21,Forum Istanbul
3192,10277,I214864,C309666,Male,30,Clothing,1,300.08,Credit Card,9/1/23,Metrocity
2632,73004,I147322,C171236,Female,37,Shoes,4,2400.68,Credit Card,9/2/22,Istinye Park
4075,53714,I502464,C765790,Male,61,Cosmetics,2,81.32,Cash,15/01/2023,Mall of Istanbul
3002,76597,I101017,C124932,Female,40,Shoes,5,3000.85,Cash,24/07/2022,Mall of Istanbul
351,94209,I225577,C334505,Female,49,Toys,2,71.68,Credit Card,6/11/21,Metrocity
4929,93539,I314437,C309368,Female,42,Toys,3,107.52,Credit Card,13/08/2022,Mall of Istanbul
649,4315,I285513,C274985,Female,39,Books,5,75.75,Cash,7/8/22,Kanyon
2041,1850,I330169,C270689,Male,33,Books,3,45.45,Cash,13/02/2021,Metrocity
1511,59019,I159709,C280134,Male,67,Food & Beverage,2,10.46,Credit Card,23/12/2022,Metropol AVM
2939,41891,I276993,C295755,Male,42,Cosmetics,1,40.66,Credit Card,11/2/21,Istinye Park
3516,45443,I501740,C224740,Female,25,Cosmetics,5,203.3,Cash,7/1/23,Mall of Istanbul
977,28832,I246915,C218076,Male,62,Clothing,3,900.24,Credit Card,16/11/2022,Metrocity
2620,21165,I441969,C198411,Female,66,Clothing,3,900.24,Credit Card,26/12/2021,Metrocity
4441,13578,I259494,C156839,Female,55,Clothing,3,900.24,Credit Card,7/3/21,Kanyon
4048,316,I220929,C881064,Male,44,Books,3,45.45,Cash,26/03/2022,Istinye Park
4613,69813,I273464,C301289,Male,58,Shoes,3,1800.51,Credit Card,19/01/2023,Emaar Square Mall
140,74485,I191425,C113156,Female,37,Shoes,4,2400.68,Debit Card,10/10/22,Mall of Istanbul
2629,72659,I337378,C309649,Female,46,Shoes,4,2400.68,Debit Card,20/12/2021,Istinye Park
1950,58048,I183503,C104905,Male,19,Food & Beverage,1,5.23,Credit Card,3/3/23,Emaar Square Mall
1494,31088,I604596,C160690,Male,40,Clothing,5,1500.4,Cash,28/05/2022,Metrocity
624,19503,I886617,C328439,Male,24,Clothing,5,1500.4,Cash,21/08/2021,Cevahir AVM
2773,3023,I130949,C106328,Female,54,Books,1,15.15,Debit Card,4/10/21,Kanyon
4268,79128,I122418,C120573,Female,38,Shoes,3,1800.51,Debit Card,23/03/2022,Istinye Park
4279,41551,I318318,C582476,Male,46,Cosmetics,2,81.32,Credit Card,28/09/2022,Metropol AVM
2351,96602,I557727,C230140,Female,42,Toys,4,143.36,Credit Card,31/01/2022,Metrocity
2692,15378,I446104,C163195,Male,44,Clothing,5,1500.4,Credit Card,1/3/22,Zorlu Center
321,26294,I151741,C209041,Female,64,Clothing,4,1200.32,Credit Card,7/2/21,Metropol AVM
3188,82040,I266946,C232300,Female,50,Souvenir,3,35.19,Cash,18/05/2022,Metrocity
4489,89508,I176554,C180719,Male,24,Toys,5,179.2,Debit Card,7/5/21,Emaar Square Mall
1684,42423,I314472,C287346,Female,21,Cosmetics,3,121.98,Debit Card,28/04/2021,Viaport Outlet
1604,84881,I221555,C968041,Male,46,Technology,3,3150,Cash,12/10/22,Mall of Istanbul
469,83631,I674378,C331865,Female,67,Souvenir,5,58.65,Credit Card,8/7/22,Istinye Park
4459,47085,I334430,C327788,Female,57,Cosmetics,5,203.3,Cash,7/11/22,Forum Istanbul
4087,73314,I163344,C335636,Female,48,Shoes,2,1200.34,Debit Card,8/6/22,Mall of Istanbul
843,75465,I266073,C288388,Female,54,Shoes,3,1800.51,Credit Card,4/12/21,Mall of Istanbul
3667,74569,I141306,C263726,Female,36,Shoes,1,600.17,Credit Card,20/03/2021,Mall of Istanbul
2445,68372,I327374,C703483,Male,61,Food & Beverage,1,5.23,Debit Card,28/02/2021,Metrocity
170,35505,I230583,C143391,Female,30,Clothing,2,600.16,Cash,27/01/2023,Kanyon
1150,31666,I233692,C221263,Male,18,Clothing,3,900.24,Credit Card,28/04/2021,Viaport Outlet
3682,57611,I105947,C151620,Female,39,Food & Beverage,5,26.15,Credit Card,5/1/21,Mall of Istanbul
1000,80251,I176784,C136805,Male,50,Souvenir,1,11.73,Debit Card,3/10/21,Metrocity
3974,43654,I223179,C151206,Female,28,Cosmetics,4,162.64,Cash,13/07/2022,Istinye Park
47,57631,I440744,C251329,Male,20,Food & Beverage,1,5.23,Cash,4/2/21,Metropol AVM
2696,30091,I121623,C238869,Male,48,Clothing,1,300.08,Cash,5/1/22,Kanyon
966,53229,I633833,C321625,Female,37,Cosmetics,5,203.3,Cash,3/12/22,Zorlu Center
61,13909,I284873,C312212,Male,67,Clothing,1,300.08,Cash,14/07/2022,Mall of Istanbul
3982,24600,I263628,C871442,Male,34,Clothing,2,600.16,Credit Card,18/09/2021,Viaport Outlet
539,61331,I107308,C255135,Male,18,Food & Beverage,1,5.23,Debit Card,25/02/2022,Metrocity
2741,56622,I279367,C238911,Female,46,Food & Beverage,1,5.23,Debit Card,14/11/2022,Cevahir AVM
59,14951,I300341,C945451,Female,56,Clothing,5,1500.4,Credit Card,16/07/2021,Mall of Istanbul
878,25750,I406155,C214864,Male,48,Clothing,4,1200.32,Cash,7/3/21,Kanyon
3536,37457,I900488,C314337,Male,24,Clothing,5,1500.4,Cash,11/12/21,Kanyon
3348,90841,I264714,C321728,Male,43,Toys,5,179.2,Cash,8/5/22,Emaar Square Mall
1370,44551,I317072,C132011,Female,67,Cosmetics,1,40.66,Credit Card,3/6/21,Kanyon
4083,37114,I500224,C202483,Male,63,Clothing,1,300.08,Credit Card,13/07/2022,Forum Istanbul
4750,2083,I220306,C225702,Male,22,Books,2,30.3,Credit Card,13/05/2022,Mall of Istanbul
3307,85782,I298553,C139168,Female,32,Technology,2,2100,Credit Card,24/02/2022,Mall of Istanbul
475,54294,I318763,C189202,Male,40,Cosmetics,1,40.66,Cash,21/02/2021,Metrocity
4649,63893,I219509,C169517,Female,29,Food & Beverage,3,15.69,Credit Card,13/02/2022,Metropol AVM
406,4172,I209773,C738972,Female,28,Books,4,60.6,Cash,20/11/2021,Metropol AVM
3694,54722,I678783,C148675,Female,34,Food & Beverage,5,26.15,Debit Card,14/04/2021,Mall of Istanbul
2497,24243,I405763,C207041,Female,28,Clothing,1,300.08,Cash,24/01/2022,Metrocity
1842,1103,I337756,C366899,Male,24,Books,3,45.45,Debit Card,12/3/21,Kanyon
3702,92509,I159764,C273694,Female,58,Toys,2,71.68,Cash,3/9/22,Cevahir AVM
3893,18290,I146819,C257913,Male,56,Clothing,2,600.16,Debit Card,26/02/2021,Mall of Istanbul
4709,63869,I252521,C273014,Male,41,Food & Beverage,1,5.23,Cash,9/9/21,Mall of Istanbul
2855,50095,I334142,C178474,Male,52,Cosmetics,5,203.3,Cash,9/4/22,Viaport Outlet
2973,31857,I337898,C313987,Male,41,Clothing,1,300.08,Credit Card,8/5/22,Mall of Istanbul
4487,78459,I288999,C325054,Female,51,Shoes,5,3000.85,Credit Card,11/7/22,Forum Istanbul
2502,34640,I880151,C192361,Female,32,Clothing,3,900.24,Debit Card,21/10/2021,Mall of Istanbul
1774,4286,I327955,C807664,Male,50,Books,3,45.45,Cash,30/09/2022,Kanyon
3985,3169,I197457,C259576,Female,67,Books,3,45.45,Cash,24/05/2021,Kanyon
2408,18297,I798984,C221485,Female,21,Clothing,2,600.16,Cash,22/08/2022,Forum Istanbul
1376,60433,I947662,C555219,Female,67,Food & Beverage,2,10.46,Debit Card,1/3/22,Cevahir AVM
4919,6801,I263217,C271185,Female,60,Clothing,1,300.08,Debit Card,19/08/2021,Emaar Square Mall
3136,43487,I174739,C249222,Male,33,Cosmetics,4,162.64,Credit Card,5/2/23,Kanyon
4165,22195,I294642,C248351,Female,42,Clothing,4,1200.32,Cash,30/08/2021,Zorlu Center
2838,82316,I143501,C862156,Male,51,Souvenir,1,11.73,Cash,23/03/2021,Istinye Park
2508,5366,I245816,C310676,Female,59,Clothing,5,1500.4,Debit Card,19/01/2023,Emaar Square Mall
92,64646,I198514,C553533,Male,62,Food & Beverage,5,26.15,Cash,23/05/2022,Mall of Istanbul
1822,98480,I433622,C940845,Female,56,Toys,3,107.52,Cash,16/03/2021,Mall of Istanbul
27,64350,I214566,C111732,Female,47,Food & Beverage,2,10.46,Debit Card,17/11/2021,Kanyon
2633,12232,I313316,C709551,Male,65,Clothing,2,600.16,Cash,24/07/2022,Kanyon
3155,29065,I106771,C116515,Female,36,Clothing,2,600.16,Credit Card,28/06/2022,Emaar Square Mall
1739,79030,I799727,C788462,Female,24,Shoes,5,3000.85,Debit Card,4/5/21,Metrocity
2975,9959,I180285,C837007,Male,19,Clothing,1,300.08,Cash,8/7/21,Mall of Istanbul
1047,60996,I926221,C144669,Female,23,Food & Beverage,1,5.23,Cash,28/11/2021,Metropol AVM
913,54734,I273054,C148034,Male,43,Food & Beverage,5,26.15,Debit Card,26/04/2021,Metropol AVM
4905,78766,I228066,C229589,Male,47,Shoes,1,600.17,Cash,23/07/2022,Mall of Istanbul
1430,29417,I126496,C533216,Female,56,Clothing,4,1200.32,Credit Card,12/9/22,Viaport Outlet
1662,66415,I116467,C154544,Male,28,Food & Beverage,3,15.69,Credit Card,21/10/2022,Kanyon
3046,37940,I245695,C238775,Female,32,Clothing,5,1500.4,Credit Card,22/06/2021,Zorlu Center
1977,64284,I616180,C301440,Male,62,Food & Beverage,1,5.23,Cash,24/10/2021,Viaport Outlet
2491,9163,I115196,C331569,Female,31,Clothing,3,900.24,Credit Card,25/01/2023,Istinye Park
1976,25065,I321640,C273529,Female,66,Clothing,4,1200.32,Cash,26/11/2021,Emaar Square Mall
1454,20717,I204148,C276661,Male,68,Clothing,5,1500.4,Credit Card,3/4/22,Forum Istanbul
2611,82719,I885150,C280052,Male,53,Souvenir,3,35.19,Cash,24/12/2022,Zorlu Center
3890,44707,I287609,C125397,Female,34,Cosmetics,3,121.98,Cash,14/01/2023,Mall of Istanbul
3095,25278,I137274,C217371,Male,65,Clothing,2,600.16,Cash,26/05/2021,Kanyon
2570,41204,I122556,C279565,Female,18,Cosmetics,4,162.64,Credit Card,12/3/22,Kanyon
366,67296,I297338,C155790,Female,31,Food & Beverage,1,5.23,Credit Card,30/10/2021,Mall of Istanbul
2143,20314,I281636,C126531,Female,30,Clothing,4,1200.32,Debit Card,21/07/2021,Cevahir AVM
1205,38655,I900716,C110077,Male,26,Clothing,4,1200.32,Cash,5/1/21,Istinye Park
1140,41308,I186199,C898265,Female,34,Cosmetics,1,40.66,Credit Card,10/10/21,Zorlu Center
4055,60896,I279628,C805958,Female,67,Food & Beverage,1,5.23,Credit Card,1/3/21,Mall of Istanbul
3436,22588,I979686,C234901,Female,40,Clothing,4,1200.32,Credit Card,5/5/22,Kanyon
2654,36114,I981797,C323321,Female,58,Clothing,5,1500.4,Credit Card,30/03/2021,Mall of Istanbul
883,40390,I207950,C172238,Female,23,Cosmetics,5,203.3,Credit Card,25/07/2021,Kanyon
3512,91416,I200652,C167505,Male,61,Toys,4,143.36,Cash,8/2/23,Mall of Istanbul
4064,3314,I905299,C238371,Male,63,Books,5,75.75,Cash,10/1/23,Mall of Istanbul
3229,56380,I197017,C101747,Female,47,Food & Beverage,3,15.69,Cash,25/02/2021,Kanyon
453,19395,I812736,C708745,Female,33,Clothing,4,1200.32,Credit Card,9/5/21,Cevahir AVM
2573,97877,I130991,C208346,Male,28,Toys,4,143.36,Cash,2/5/21,Metropol AVM
4608,82094,I225787,C189866,Female,50,Souvenir,2,23.46,Cash,31/07/2022,Zorlu Center
2161,14522,I166150,C263684,Female,30,Clothing,2,600.16,Cash,3/3/21,Istinye Park
2175,85401,I124774,C314410,Female,22,Technology,1,1050,Debit Card,16/05/2022,Emaar Square Mall
3732,93108,I246031,C406248,Female,49,Toys,3,107.52,Cash,6/11/21,Zorlu Center
794,64054,I214504,C101054,Male,24,Food & Beverage,5,26.15,Debit Card,21/03/2022,Kanyon
2544,52847,I149980,C135697,Female,32,Cosmetics,1,40.66,Cash,18/01/2023,Kanyon
3027,82355,I294767,C154300,Female,37,Souvenir,5,58.65,Cash,10/10/21,Cevahir AVM
2697,55326,I318533,C175721,Male,27,Food & Beverage,2,10.46,Debit Card,8/9/22,Metrocity
3197,21616,I162868,C159137,Female,37,Clothing,5,1500.4,Credit Card,9/6/22,Mall of Istanbul
3870,94644,I921995,C286674,Male,41,Toys,5,179.2,Debit Card,25/06/2021,Forum Istanbul
4967,27279,I209051,C604386,Male,53,Clothing,3,900.24,Cash,13/07/2022,Metropol AVM
4536,19962,I123171,C102102,Female,32,Clothing,4,1200.32,Debit Card,23/11/2021,Kanyon
4522,7320,I745824,C600635,Male,18,Clothing,1,300.08,Cash,11/8/21,Metrocity
2749,10229,I180088,C551616,Female,28,Clothing,1,300.08,Credit Card,7/4/21,Metrocity
2380,79489,I102024,C132062,Female,19,Souvenir,5,58.65,Credit Card,10/11/22,Kanyon
2342,20053,I866545,C179939,Male,65,Clothing,2,600.16,Credit Card,14/09/2021,Mall of Istanbul
4413,47612,I324085,C313924,Female,30,Cosmetics,4,162.64,Debit Card,21/11/2022,Metrocity
428,67725,I803980,C299140,Female,43,Food & Beverage,3,15.69,Cash,16/06/2022,Kanyon
1399,44108,I283860,C123568,Male,44,Cosmetics,5,203.3,Credit Card,14/09/2021,Istinye Park
541,23240,I133828,C324998,Female,49,Clothing,4,1200.32,Credit Card,18/04/2022,Cevahir AVM
3125,29393,I164865,C139979,Male,39,Clothing,3,900.24,Cash,20/11/2022,Kanyon
422,50343,I154788,C549422,Male,31,Cosmetics,1,40.66,Credit Card,13/08/2022,Emaar Square Mall
673,52555,I895915,C319286,Female,23,Cosmetics,1,40.66,Debit Card,28/11/2021,Forum Istanbul
3371,21781,I255528,C116043,Female,32,Clothing,1,300.08,Credit Card,29/12/2021,Forum Istanbul
952,54032,I837212,C129331,Male,60,Cosmetics,1,40.66,Credit Card,27/11/2022,Metropol AVM
3411,65163,I220581,C293177,Male,44,Food & Beverage,3,15.69,Cash,8/8/22,Kanyon
3217,67168,I343417,C196876,Male,63,Food & Beverage,1,5.23,Cash,28/11/2022,Kanyon
4340,13985,I153840,C132864,Male,69,Clothing,2,600.16,Debit Card,8/6/22,Mall of Istanbul
3352,30621,I157666,C550093,Male,69,Clothing,2,600.16,Debit Card,17/01/2021,Istinye Park
1870,49381,I336980,C155398,Male,29,Cosmetics,2,81.32,Cash,30/05/2021,Viaport Outlet
4893,67432,I297100,C260611,Male,48,Food & Beverage,4,20.92,Credit Card,28/10/2021,Mall of Istanbul
4953,27441,I146019,C284977,Female,57,Clothing,3,900.24,Credit Card,21/05/2021,Metrocity
592,53941,I127940,C196583,Female,66,Cosmetics,3,121.98,Credit Card,9/5/21,Viaport Outlet
4859,18743,I399835,C267874,Female,26,Clothing,5,1500.4,Debit Card,17/01/2022,Cevahir AVM
2470,82525,I350741,C101647,Female,47,Souvenir,4,46.92,Cash,23/02/2023,Mall of Istanbul
282,8674,I321248,C134778,Male,18,Clothing,3,900.24,Credit Card,1/10/21,Metrocity
4734,9010,I167955,C923476,Female,64,Clothing,2,600.16,Credit Card,10/1/22,Mall of Istanbul
2118,35829,I204977,C158612,Male,62,Clothing,5,1500.4,Debit Card,29/09/2021,Metropol AVM
3422,45263,I163715,C261183,Female,48,Cosmetics,5,203.3,Cash,18/02/2023,Mall of Istanbul
3456,95964,I301729,C791546,Female,68,Toys,2,71.68,Credit Card,27/05/2021,Metropol AVM
4338,72998,I304153,C222257,Female,46,Shoes,2,1200.34,Credit Card,16/02/2023,Mall of Istanbul
1424,90586,I110991,C716663,Male,61,Toys,1,35.84,Cash,20/10/2021,Kanyon
4632,40318,I163433,C350330,Male,46,Cosmetics,1,40.66,Cash,19/07/2021,Mall of Istanbul
1067,77039,I447598,C780309,Male,64,Shoes,4,2400.68,Credit Card,3/1/22,Metrocity
