gender,age,category,quantity,total_price,payment_method,datetime,shopping_mall
Female,48,Toys,5,179.2,Cash,2023-01-26,Istinye Park
Female,18,Technology,4,4200.0,Cash,2022-06-05,Viaport Outlet
Male,52,Clothing,5,1500.4,Debit Card,2021-11-05,Metropol AVM
Female,23,Food & Beverage,3,15.69,Cash,2023-07-03,Forum Istanbul
Female,68,Shoes,3,1800.51,Cash,2021-01-29,Cevahir AVM
Female,49,Clothing,3,900.24,Cash,2022-05-17,Viaport Outlet
Female,63,Cosmetics,2,81.32,Debit Card,2023-06-01,Kanyon
Female,48,Toys,1,35.84,Credit Card,2021-01-30,Metropol AVM
Male,28,Clothing,3,900.24,Cash,2021-12-06,Metrocity
Male,60,Clothing,2,600.16,Credit Card,2022-09-24,Mall of Istanbul
Female,42,Clothing,1,300.08,Credit Card,2022-08-26,Mall of Istanbul
Male,43,Toys,4,143.36,Credit Card,2021-08-12,Istinye Park
Male,45,Books,5,75.75,Credit Card,2022-11-06,Mall of Istanbul
Female,54,Books,1,15.15,Cash,2022-04-28,Mall of Istanbul
Female,58,Food & Beverage,3,15.69,Cash,2022-06-19,Mall of Istanbul
Female,35,Souvenir,1,11.73,Cash,2022-07-10,Metropol AVM
Female,65,Shoes,4,2400.68,Credit Card,2022-06-07,Zorlu Center
Male,29,Cosmetics,5,203.3,Debit Card,2021-01-31,Mall of Istanbul
Female,55,Food & Beverage,3,15.69,Cash,2022-09-21,Metrocity
Female,66,Toys,4,143.36,Cash,2021-11-15,Mall of Istanbul
Female,66,Food & Beverage,2,10.46,Debit Card,2021-11-11,Forum Istanbul
Female,40,Food & Beverage,1,5.23,Credit Card,2021-05-05,Kanyon
Female,67,Clothing,2,600.16,Credit Card,2021-06-26,Metrocity
Male,20,Clothing,3,900.24,Credit Card,2022-07-13,Mall of Istanbul
Female,46,Toys,1,35.84,Credit Card,2022-04-16,Istinye Park
Male,22,Clothing,3,900.24,Cash,2021-05-27,Mall of Istanbul
Male,18,Cosmetics,1,40.66,Cash,2022-06-18,Kanyon
Female,31,Cosmetics,1,40.66,Debit Card,2021-03-13,Metropol AVM
Female,60,Souvenir,4,46.92,Cash,2022-10-06,Metropol AVM
Female,33,Clothing,3,900.24,Debit Card,2021-09-22,Metrocity
Female,45,Cosmetics,5,203.3,Cash,2021-07-25,Mall of Istanbul
Female,56,Food & Beverage,1,5.23,Cash,2021-02-14,Forum Istanbul
Female,30,Toys,4,143.36,Cash,2021-06-19,Kanyon
Male,69,Toys,2,71.68,Credit Card,2021-03-09,Istinye Park
Female,31,Clothing,3,900.24,Debit Card,2021-05-28,Emaar Square Mall
Female,36,Clothing,4,1200.32,Cash,2021-02-15,Metropol AVM
Male,23,Souvenir,3,35.19,Credit Card,2021-05-06,Istinye Park
Female,40,Clothing,3,900.24,Debit Card,2022-08-23,Kanyon
Female,49,Toys,2,71.68,Cash,2022-12-22,Kanyon
Female,59,Clothing,3,900.24,Credit Card,2021-04-19,Viaport Outlet
Female,67,Clothing,2,600.16,Credit Card,2022-03-06,Kanyon
Male,30,Cosmetics,3,121.98,Cash,2021-07-05,Istinye Park
Male,20,Cosmetics,5,203.3,Credit Card,2022-05-21,Zorlu Center
Female,64,Clothing,2,600.16,Cash,2022-03-25,Metropol AVM
Female,33,Books,2,30.3,Cash,2022-04-22,Istinye Park
Female,30,Clothing,3,900.24,Credit Card,2021-02-18,Cevahir AVM
Male,49,Souvenir,1,11.73,Cash,2021-02-12,Emaar Square Mall
Female,57,Clothing,2,600.16,Cash,2021-11-24,Mall of Istanbul
Female,46,Food & Beverage,4,20.92,Credit Card,2021-09-11,Mall of Istanbul
Female,44,Food & Beverage,4,20.92,Credit Card,2021-04-28,Mall of Istanbul
Male,22,Clothing,2,600.16,Credit Card,2023-01-26,Mall of Istanbul
Male,47,Cosmetics,5,203.3,Cash,2022-10-12,Metrocity
Female,36,Clothing,4,1200.32,Cash,2022-04-12,Mall of Istanbul
Female,44,Clothing,2,600.16,Credit Card,2021-09-16,Mall of Istanbul
Male,56,Food & Beverage,5,26.15,Credit Card,2023-08-02,Kanyon
Male,49,Food & Beverage,2,10.46,Cash,2021-12-17,Metrocity
Female,54,Food & Beverage,1,5.23,Debit Card,2021-07-21,Emaar Square Mall
Male,40,Technology,4,4200.0,Cash,2021-06-18,Emaar Square Mall
Female,32,Clothing,5,1500.4,Credit Card,2021-11-10,Mall of Istanbul
Male,21,Food & Beverage,1,5.23,Cash,2021-08-17,Mall of Istanbul
Female,54,Clothing,4,1200.32,Debit Card,2021-04-25,Forum Istanbul
Female,64,Clothing,5,1500.4,Debit Card,2022-06-24,Mall of Istanbul
Female,66,Toys,3,107.52,Credit Card,2021-06-29,Kanyon
Female,37,Books,1,15.15,Cash,2021-03-11,Kanyon
Female,26,Cosmetics,4,162.64,Cash,2022-07-15,Mall of Istanbul
Female,64,Food & Beverage,3,15.69,Cash,2022-07-26,Viaport Outlet
Male,36,Shoes,3,1800.51,Credit Card,2022-09-24,Metropol AVM
Female,60,Shoes,5,3000.85,Cash,2022-02-09,Mall of Istanbul
Male,61,Cosmetics,5,203.3,Cash,2022-04-06,Metrocity
Female,34,Cosmetics,3,121.98,Cash,2021-10-24,Metropol AVM
Female,28,Toys,2,71.68,Credit Card,2022-08-06,Kanyon
Male,23,Clothing,2,600.16,Debit Card,2022-08-25,Mall of Istanbul
Female,37,Souvenir,2,23.46,Debit Card,2022-04-26,Mall of Istanbul
Female,18,Cosmetics,3,121.98,Credit Card,2023-03-03,Kanyon
Male,42,Cosmetics,4,162.64,Credit Card,2023-05-01,Kanyon
Male,22,Clothing,2,600.16,Cash,2022-01-30,Metrocity
Male,24,Clothing,3,900.24,Cash,2022-02-25,Istinye Park
Male,69,Souvenir,3,35.19,Credit Card,2022-10-10,Forum Istanbul
Female,66,Toys,2,71.68,Debit Card,2021-04-03,Mall of Istanbul
Female,22,Shoes,5,3000.85,Cash,2022-06-27,Metropol AVM
Female,42,Clothing,5,1500.4,Credit Card,2022-06-08,Mall of Istanbul
Female,35,Food & Beverage,5,26.15,Cash,2021-07-06,Kanyon
Female,37,Food & Beverage,1,5.23,Cash,2021-11-04,Mall of Istanbul
Female,32,Shoes,3,1800.51,Cash,2022-06-27,Zorlu Center
Male,21,Cosmetics,2,81.32,Credit Card,2023-01-02,Cevahir AVM
Male,41,Toys,5,179.2,Cash,2023-02-02,Kanyon
Female,41,Cosmetics,2,81.32,Credit Card,2021-11-03,Mall of Istanbul
Male,48,Food & Beverage,4,20.92,Credit Card,2021-10-28,Mall of Istanbul
Male,44,Clothing,5,1500.4,Cash,2021-05-20,Mall of Istanbul
Female,29,Books,5,75.75,Credit Card,2022-10-07,Mall of Istanbul
Female,58,Toys,1,35.84,Credit Card,2022-06-29,Metrocity
Male,37,Cosmetics,1,40.66,Credit Card,2021-10-11,Istinye Park
Male,53,Shoes,2,1200.34,Debit Card,2022-05-11,Metrocity
Male,32,Clothing,2,600.16,Cash,2021-09-23,Kanyon
Female,34,Cosmetics,2,81.32,Cash,2022-08-28,Mall of Istanbul
Female,56,Clothing,2,600.16,Cash,2021-10-20,Kanyon
Male,46,Clothing,5,1500.4,Debit Card,2022-05-18,Emaar Square Mall
Female,32,Shoes,1,600.17,Cash,2021-06-17,Metrocity
Female,32,Food & Beverage,2,10.46,Debit Card,2021-11-09,Metropol AVM
Male,55,Food & Beverage,2,10.46,Cash,2022-09-20,Metrocity
Female,44,Clothing,1,300.08,Credit Card,2021-01-12,Metrocity
Female,53,Shoes,5,3000.85,Credit Card,2021-07-01,Istinye Park
Female,62,Cosmetics,1,40.66,Credit Card,2021-08-23,Kanyon
Female,23,Clothing,4,1200.32,Cash,2021-01-12,Forum Istanbul
Male,47,Food & Beverage,1,5.23,Credit Card,2021-05-07,Mall of Istanbul
Female,69,Food & Beverage,5,26.15,Cash,2022-12-14,Kanyon
Female,60,Food & Beverage,2,10.46,Credit Card,2022-12-20,Metropol AVM
Female,46,Cosmetics,2,81.32,Credit Card,2021-09-10,Metropol AVM
Female,44,Food & Beverage,3,15.69,Cash,2023-01-26,Zorlu Center
Female,31,Cosmetics,3,121.98,Credit Card,2022-07-31,Kanyon
Female,22,Clothing,5,1500.4,Credit Card,2021-05-23,Metrocity
Male,60,Cosmetics,1,40.66,Cash,2022-09-29,Cevahir AVM
Male,58,Cosmetics,5,203.3,Credit Card,2021-08-08,Metrocity
Female,59,Clothing,4,1200.32,Cash,2022-07-27,Kanyon
Female,53,Cosmetics,3,121.98,Credit Card,2021-10-25,Metrocity
Male,49,Shoes,2,1200.34,Cash,2022-04-11,Mall of Istanbul
Male,52,Cosmetics,5,203.3,Debit Card,2021-10-17,Mall of Istanbul
Male,62,Shoes,3,1800.51,Credit Card,2021-03-12,Cevahir AVM
Female,60,Clothing,2,600.16,Cash,2022-10-02,Metropol AVM
Male,42,Clothing,5,1500.4,Cash,2022-08-01,Mall of Istanbul
Female,21,Souvenir,2,23.46,Cash,2022-06-12,Kanyon
Male,47,Books,4,60.6,Debit Card,2021-11-15,Metrocity
Male,31,Shoes,5,3000.85,Cash,2021-03-08,Viaport Outlet
Male,45,Clothing,3,900.24,Debit Card,2022-08-21,Metrocity
Female,29,Shoes,3,1800.51,Debit Card,2022-08-28,Mall of Istanbul
Female,53,Clothing,1,300.08,Credit Card,2021-01-12,Zorlu Center
Female,53,Souvenir,3,35.19,Debit Card,2022-06-12,Istinye Park
Female,35,Technology,4,4200.0,Debit Card,2022-02-16,Mall of Istanbul
Female,45,Food & Beverage,3,15.69,Cash,2021-05-28,Mall of Istanbul
Male,56,Cosmetics,4,162.64,Credit Card,2021-11-19,Metrocity
Male,26,Clothing,5,1500.4,Credit Card,2021-09-30,Istinye Park
Male,26,Food & Beverage,4,20.92,Debit Card,2021-02-15,Forum Istanbul
Male,67,Clothing,1,300.08,Credit Card,2022-06-19,Forum Istanbul
Female,64,Clothing,4,1200.32,Debit Card,2021-12-17,Zorlu Center
Female,34,Clothing,5,1500.4,Credit Card,2021-03-27,Mall of Istanbul
Male,60,Clothing,1,300.08,Credit Card,2021-12-03,Metropol AVM
Female,60,Clothing,1,300.08,Debit Card,2023-02-28,Mall of Istanbul
Female,24,Food & Beverage,1,5.23,Debit Card,2022-05-24,Istinye Park
Male,38,Clothing,2,600.16,Credit Card,2022-05-19,Metrocity
Female,32,Food & Beverage,3,15.69,Cash,2021-01-17,Mall of Istanbul
Female,66,Technology,5,5250.0,Credit Card,2021-05-01,Mall of Istanbul
Male,67,Technology,1,1050.0,Credit Card,2021-07-12,Metropol AVM
Male,18,Clothing,2,600.16,Cash,2022-08-29,Viaport Outlet
Male,60,Souvenir,1,11.73,Credit Card,2021-01-01,Cevahir AVM
Female,29,Clothing,4,1200.32,Cash,2022-03-06,Kanyon
Female,67,Cosmetics,2,81.32,Cash,2021-12-22,Metrocity
Male,52,Toys,3,107.52,Cash,2022-01-20,Emaar Square Mall
Female,33,Shoes,4,2400.68,Cash,2022-03-30,Mall of Istanbul
Male,29,Cosmetics,1,40.66,Credit Card,2021-07-21,Kanyon
Male,19,Food & Beverage,3,15.69,Credit Card,2023-01-19,Metrocity
Female,27,Books,2,30.3,Credit Card,2022-04-07,Metrocity
Female,35,Souvenir,1,11.73,Cash,2022-12-21,Kanyon
Female,21,Food & Beverage,1,5.23,Debit Card,2022-02-22,Kanyon
Female,51,Souvenir,3,35.19,Cash,2022-09-22,Metrocity
Male,53,Clothing,4,1200.32,Debit Card,2021-10-28,Mall of Istanbul
Female,60,Cosmetics,5,203.3,Debit Card,2022-05-10,Istinye Park
Female,32,Cosmetics,3,121.98,Credit Card,2021-04-20,Metrocity
Female,45,Food & Beverage,3,15.69,Credit Card,2022-02-06,Kanyon
Male,53,Toys,3,107.52,Cash,2022-11-12,Metrocity
Female,62,Cosmetics,4,162.64,Debit Card,2021-07-06,Metrocity
Female,69,Souvenir,1,11.73,Cash,2022-05-21,Metropol AVM
Male,67,Cosmetics,4,162.64,Cash,2021-06-05,Kanyon
Female,19,Clothing,1,300.08,Credit Card,2021-10-12,Cevahir AVM
Female,22,Cosmetics,5,203.3,Debit Card,2022-10-18,Mall of Istanbul
Male,67,Shoes,4,2400.68,Debit Card,2022-06-24,Kanyon
Male,58,Souvenir,2,23.46,Credit Card,2021-07-13,Emaar Square Mall
Female,51,Food & Beverage,5,26.15,Credit Card,2021-10-18,Mall of Istanbul
Female,26,Toys,2,71.68,Debit Card,2021-06-21,Mall of Istanbul
Male,30,Clothing,5,1500.4,Credit Card,2022-05-07,Metrocity
Female,35,Souvenir,5,58.65,Cash,2022-03-11,Forum Istanbul
Female,18,Food & Beverage,3,15.69,Credit Card,2023-01-18,Kanyon
Female,48,Shoes,2,1200.34,Credit Card,2021-06-11,Mall of Istanbul
Male,25,Food & Beverage,1,5.23,Cash,2021-11-17,Metrocity
Male,33,Books,2,30.3,Debit Card,2021-06-23,Metropol AVM
Female,43,Toys,4,143.36,Cash,2021-09-17,Mall of Istanbul
Male,69,Food & Beverage,3,15.69,Cash,2022-01-13,Metrocity
Female,38,Clothing,1,300.08,Credit Card,2023-02-27,Kanyon
Male,21,Food & Beverage,1,5.23,Credit Card,2022-08-13,Metropol AVM
Female,41,Books,2,30.3,Cash,2023-01-31,Kanyon
Female,38,Clothing,5,1500.4,Cash,2022-11-03,Metrocity
Male,27,Souvenir,5,58.65,Credit Card,2021-08-22,Metropol AVM
Female,42,Cosmetics,5,203.3,Credit Card,2022-03-03,Cevahir AVM
Female,28,Cosmetics,4,162.64,Credit Card,2022-11-09,Cevahir AVM
Female,68,Clothing,1,300.08,Debit Card,2021-05-23,Metrocity
Female,51,Cosmetics,3,121.98,Debit Card,2022-04-03,Cevahir AVM
Female,57,Cosmetics,5,203.3,Credit Card,2021-08-25,Mall of Istanbul
Female,56,Souvenir,2,23.46,Cash,2021-02-10,Kanyon
Male,41,Cosmetics,4,162.64,Debit Card,2022-11-11,Emaar Square Mall
Female,67,Cosmetics,5,203.3,Credit Card,2022-06-19,Metrocity
Male,59,Food & Beverage,5,26.15,Credit Card,2021-06-11,Istinye Park
Male,68,Clothing,3,900.24,Credit Card,2022-11-21,Metrocity
Female,58,Clothing,5,1500.4,Debit Card,2022-03-04,Mall of Istanbul
Female,58,Toys,4,143.36,Cash,2021-06-28,Mall of Istanbul
Female,34,Shoes,1,600.17,Credit Card,2023-02-01,Metropol AVM
Female,44,Toys,1,35.84,Credit Card,2021-10-16,Mall of Istanbul
Male,43,Clothing,1,300.08,Cash,2021-01-22,Kanyon
Female,45,Technology,1,1050.0,Cash,2022-11-17,Kanyon
Male,19,Toys,1,35.84,Cash,2022-09-19,Viaport Outlet
Female,37,Food & Beverage,5,26.15,Cash,2021-08-16,Kanyon
Female,50,Clothing,2,600.16,Cash,2022-04-09,Kanyon
Female,36,Clothing,2,600.16,Cash,2022-09-29,Emaar Square Mall
Male,34,Cosmetics,2,81.32,Credit Card,2022-08-08,Viaport Outlet
Female,24,Food & Beverage,4,20.92,Credit Card,2022-03-10,Emaar Square Mall
Female,66,Souvenir,2,23.46,Cash,2022-05-29,Forum Istanbul
Female,22,Shoes,1,600.17,Debit Card,2022-09-01,Emaar Square Mall
Male,48,Cosmetics,3,121.98,Credit Card,2023-01-25,Metrocity
Male,37,Food & Beverage,4,20.92,Cash,2022-04-26,Mall of Istanbul
Male,22,Souvenir,1,11.73,Debit Card,2022-06-09,Kanyon
Female,20,Clothing,4,1200.32,Debit Card,2022-11-05,Kanyon
Female,28,Books,3,45.45,Cash,2023-01-18,Viaport Outlet
Female,37,Food & Beverage,2,10.46,Cash,2021-07-05,Mall of Istanbul
Female,59,Clothing,3,900.24,Debit Card,2021-06-15,Metrocity
Female,67,Food & Beverage,1,5.23,Cash,2021-06-08,Metrocity
Female,55,Cosmetics,5,203.3,Cash,2022-01-21,Kanyon
Male,69,Clothing,4,1200.32,Debit Card,2021-09-22,Metrocity
Female,37,Shoes,3,1800.51,Debit Card,2021-10-04,Zorlu Center
Male,22,Clothing,2,600.16,Cash,2021-11-20,Mall of Istanbul
Female,50,Food & Beverage,3,15.69,Credit Card,2022-11-04,Metropol AVM
Female,48,Cosmetics,3,121.98,Debit Card,2022-10-21,Metrocity
Female,19,Food & Beverage,4,20.92,Credit Card,2021-09-01,Istinye Park
Male,46,Toys,1,35.84,Credit Card,2021-01-27,Mall of Istanbul
Male,62,Clothing,1,300.08,Cash,2022-04-30,Kanyon
Female,52,Souvenir,2,23.46,Debit Card,2023-01-20,Metropol AVM
Female,48,Clothing,1,300.08,Cash,2023-02-25,Metrocity
Female,20,Clothing,2,600.16,Cash,2021-03-31,Metrocity
Female,58,Clothing,1,300.08,Cash,2022-07-09,Metrocity
Female,29,Technology,4,4200.0,Debit Card,2022-11-08,Kanyon
Female,65,Food & Beverage,1,5.23,Debit Card,2021-01-18,Cevahir AVM
Female,31,Clothing,4,1200.32,Credit Card,2022-07-05,Istinye Park
Male,23,Clothing,2,600.16,Cash,2022-08-03,Viaport Outlet
Female,50,Cosmetics,2,81.32,Cash,2021-02-24,Metrocity
Male,54,Clothing,2,600.16,Credit Card,2022-08-09,Mall of Istanbul
Male,46,Clothing,1,300.08,Credit Card,2022-03-13,Mall of Istanbul
Male,25,Clothing,1,300.08,Cash,2022-09-04,Viaport Outlet
Female,41,Clothing,2,600.16,Cash,2021-07-19,Viaport Outlet
Male,60,Food & Beverage,4,20.92,Credit Card,2021-05-08,Zorlu Center
Female,19,Clothing,5,1500.4,Cash,2022-07-19,Mall of Istanbul
Male,45,Shoes,2,1200.34,Cash,2021-05-05,Emaar Square Mall
Male,54,Technology,5,5250.0,Credit Card,2022-09-02,Metropol AVM
Male,50,Souvenir,4,46.92,Credit Card,2021-08-19,Viaport Outlet
Female,47,Cosmetics,5,203.3,Credit Card,2022-05-11,Mall of Istanbul
Female,60,Clothing,1,300.08,Credit Card,2022-11-01,Kanyon
Female,54,Toys,3,107.52,Debit Card,2021-03-04,Metropol AVM
Male,32,Clothing,3,900.24,Credit Card,2022-04-14,Mall of Istanbul
Male,35,Food & Beverage,5,26.15,Cash,2021-02-22,Cevahir AVM
Female,49,Technology,1,1050.0,Cash,2022-01-13,Istinye Park
Male,21,Clothing,4,1200.32,Cash,2021-02-18,Mall of Istanbul
Female,49,Clothing,5,1500.4,Credit Card,2022-12-26,Kanyon
Female,48,Books,1,15.15,Credit Card,2021-08-09,Istinye Park
Male,48,Shoes,1,600.17,Cash,2022-01-20,Kanyon
Male,37,Clothing,2,600.16,Debit Card,2021-07-17,Forum Istanbul
Female,46,Toys,5,179.2,Debit Card,2021-09-25,Zorlu Center
Female,24,Cosmetics,1,40.66,Cash,2022-10-28,Mall of Istanbul
Female,50,Cosmetics,1,40.66,Cash,2022-07-15,Metropol AVM
Female,36,Souvenir,1,11.73,Cash,2021-11-30,Istinye Park
Female,44,Cosmetics,2,81.32,Credit Card,2023-02-23,Kanyon
Female,58,Clothing,1,300.08,Debit Card,2021-04-12,Emaar Square Mall
Male,18,Cosmetics,3,121.98,Credit Card,2022-09-01,Istinye Park
Female,49,Cosmetics,5,203.3,Credit Card,2021-09-28,Istinye Park
Female,34,Toys,5,179.2,Credit Card,2022-08-25,Istinye Park
Female,55,Cosmetics,4,162.64,Cash,2021-05-21,Emaar Square Mall
Female,36,Food & Beverage,2,10.46,Cash,2021-08-01,Mall of Istanbul
Female,56,Toys,3,107.52,Credit Card,2022-05-21,Mall of Istanbul
Male,68,Clothing,3,900.24,Debit Card,2023-02-18,Kanyon
Female,62,Food & Beverage,5,26.15,Debit Card,2022-08-14,Metrocity
Female,38,Clothing,3,900.24,Cash,2023-09-01,Metrocity
Male,56,Clothing,2,600.16,Cash,2021-04-27,Metropol AVM
Female,39,Clothing,3,900.24,Cash,2022-09-26,Mall of Istanbul
Female,49,Clothing,2,600.16,Cash,2022-02-09,Kanyon
Male,45,Shoes,4,2400.68,Debit Card,2022-03-15,Cevahir AVM
Female,49,Food & Beverage,3,15.69,Credit Card,2022-05-29,Mall of Istanbul
Female,41,Toys,2,71.68,Debit Card,2022-01-22,Istinye Park
Female,60,Cosmetics,2,81.32,Credit Card,2021-11-16,Istinye Park
Female,49,Toys,3,107.52,Credit Card,2023-01-19,Emaar Square Mall
Female,58,Technology,3,3150.0,Credit Card,2022-09-22,Mall of Istanbul
Male,20,Cosmetics,4,162.64,Credit Card,2022-01-20,Mall of Istanbul
Female,52,Cosmetics,3,121.98,Credit Card,2022-10-21,Kanyon
Female,63,Shoes,5,3000.85,Debit Card,2022-07-16,Mall of Istanbul
Male,60,Cosmetics,3,121.98,Cash,2022-09-18,Metrocity
Female,66,Books,3,45.45,Cash,2022-10-08,Kanyon
Male,32,Clothing,1,300.08,Cash,2021-09-09,Metropol AVM
Female,32,Cosmetics,5,203.3,Cash,2022-11-06,Metrocity
Male,36,Toys,5,179.2,Credit Card,2022-11-28,Mall of Istanbul
Female,30,Technology,3,3150.0,Debit Card,2022-02-21,Istinye Park
Female,46,Food & Beverage,3,15.69,Cash,2022-05-21,Viaport Outlet
Female,53,Shoes,5,3000.85,Cash,2022-02-23,Mall of Istanbul
Female,24,Toys,4,143.36,Cash,2021-12-05,Metrocity
Female,44,Clothing,3,900.24,Debit Card,2022-05-12,Metropol AVM
Male,34,Technology,3,3150.0,Cash,2021-01-08,Metrocity
Female,19,Cosmetics,1,40.66,Cash,2021-12-20,Viaport Outlet
Female,52,Clothing,1,300.08,Debit Card,2022-02-18,Mall of Istanbul
Female,54,Toys,1,35.84,Cash,2022-05-20,Metropol AVM
Male,26,Clothing,5,1500.4,Cash,2021-04-26,Mall of Istanbul
Female,55,Toys,2,71.68,Debit Card,2022-07-31,Mall of Istanbul
Female,23,Souvenir,2,23.46,Credit Card,2021-07-30,Mall of Istanbul
Female,49,Clothing,1,300.08,Debit Card,2022-02-02,Metrocity
Female,41,Clothing,3,900.24,Credit Card,2023-02-23,Mall of Istanbul
Male,49,Shoes,3,1800.51,Cash,2022-08-25,Istinye Park
Female,40,Technology,4,4200.0,Debit Card,2023-01-17,Mall of Istanbul
Male,38,Clothing,4,1200.32,Debit Card,2022-08-04,Kanyon
Male,23,Clothing,5,1500.4,Credit Card,2022-12-22,Metrocity
Female,23,Shoes,4,2400.68,Debit Card,2021-11-23,Kanyon
Male,60,Toys,5,179.2,Cash,2022-10-06,Zorlu Center
Female,24,Toys,5,179.2,Cash,2021-03-11,Zorlu Center
Female,49,Food & Beverage,1,5.23,Credit Card,2022-11-25,Metrocity
Female,21,Food & Beverage,4,20.92,Cash,2021-03-04,Mall of Istanbul
Female,69,Toys,2,71.68,Credit Card,2021-06-05,Metropol AVM
Female,33,Toys,2,71.68,Debit Card,2022-06-08,Istinye Park
Female,64,Cosmetics,1,40.66,Credit Card,2021-03-11,Mall of Istanbul
Female,56,Food & Beverage,2,10.46,Credit Card,2021-04-14,Metrocity
Female,37,Souvenir,1,11.73,Cash,2022-05-07,Zorlu Center
Female,63,Shoes,5,3000.85,Debit Card,2023-02-22,Istinye Park
Female,56,Food & Beverage,3,15.69,Cash,2021-06-10,Mall of Istanbul
Female,62,Toys,2,71.68,Debit Card,2021-03-01,Mall of Istanbul
Female,38,Clothing,2,600.16,Cash,2021-05-21,Mall of Istanbul
Female,50,Shoes,5,3000.85,Cash,2022-11-02,Istinye Park
Female,53,Food & Beverage,2,10.46,Debit Card,2022-07-19,Metropol AVM
Female,52,Clothing,2,600.16,Cash,2022-10-31,Kanyon
Female,66,Technology,5,5250.0,Credit Card,2023-07-02,Zorlu Center
Male,67,Clothing,1,300.08,Credit Card,2021-03-16,Cevahir AVM
Male,33,Cosmetics,1,40.66,Credit Card,2021-02-08,Metropol AVM
Female,65,Toys,3,107.52,Debit Card,2022-09-05,Metrocity
Male,68,Clothing,1,300.08,Cash,2021-03-11,Mall of Istanbul
Male,38,Toys,3,107.52,Cash,2021-07-22,Kanyon
Male,27,Souvenir,5,58.65,Debit Card,2021-11-23,Mall of Istanbul
Male,30,Books,2,30.3,Credit Card,2022-02-19,Mall of Istanbul
Female,26,Clothing,2,600.16,Credit Card,2022-09-12,Zorlu Center
Female,41,Food & Beverage,4,20.92,Cash,2021-10-19,Mall of Istanbul
Female,48,Souvenir,3,35.19,Credit Card,2022-08-13,Metrocity
Male,50,Toys,1,35.84,Debit Card,2021-02-18,Istinye Park
Female,59,Souvenir,5,58.65,Cash,2021-01-17,Mall of Istanbul
Female,25,Clothing,1,300.08,Cash,2022-03-08,Metrocity
Female,58,Food & Beverage,3,15.69,Cash,2021-09-01,Mall of Istanbul
Male,25,Food & Beverage,3,15.69,Debit Card,2021-08-18,Cevahir AVM
Male,48,Food & Beverage,3,15.69,Cash,2022-05-31,Istinye Park
Female,48,Clothing,1,300.08,Cash,2022-08-03,Cevahir AVM
Male,37,Souvenir,2,23.46,Cash,2023-11-01,Metrocity
Male,61,Food & Beverage,3,15.69,Credit Card,2022-02-01,Cevahir AVM
Female,65,Shoes,4,2400.68,Credit Card,2021-03-28,Metropol AVM
Male,56,Clothing,5,1500.4,Credit Card,2021-01-25,Emaar Square Mall
Female,65,Food & Beverage,1,5.23,Cash,2022-07-08,Mall of Istanbul
Male,20,Shoes,4,2400.68,Cash,2021-05-22,Metrocity
Male,64,Cosmetics,5,203.3,Debit Card,2022-02-28,Metropol AVM
Male,47,Clothing,2,600.16,Cash,2022-09-13,Metropol AVM
Male,54,Cosmetics,2,81.32,Credit Card,2021-01-02,Istinye Park
Female,40,Toys,4,143.36,Cash,2021-09-17,Metrocity
Female,23,Clothing,2,600.16,Cash,2021-03-31,Metrocity
Female,41,Clothing,3,900.24,Credit Card,2021-12-09,Metrocity
Female,40,Clothing,3,900.24,Debit Card,2021-08-22,Kanyon
Male,27,Toys,3,107.52,Credit Card,2021-09-10,Mall of Istanbul
Male,24,Toys,4,143.36,Credit Card,2021-01-05,Mall of Istanbul
Female,24,Clothing,1,300.08,Credit Card,2021-06-18,Istinye Park
Female,51,Clothing,4,1200.32,Cash,2022-10-24,Metropol AVM
Female,34,Cosmetics,5,203.3,Cash,2021-11-17,Viaport Outlet
Male,62,Food & Beverage,3,15.69,Cash,2021-05-04,Forum Istanbul
Male,50,Souvenir,1,11.73,Credit Card,2022-05-27,Mall of Istanbul
Male,64,Cosmetics,3,121.98,Credit Card,2021-03-04,Kanyon
Male,30,Cosmetics,1,40.66,Cash,2021-11-11,Mall of Istanbul
Female,51,Books,4,60.6,Debit Card,2022-04-23,Metropol AVM
Male,41,Clothing,5,1500.4,Cash,2021-06-16,Kanyon
Female,62,Clothing,1,300.08,Credit Card,2021-06-29,Metrocity
Female,62,Food & Beverage,2,10.46,Credit Card,2021-07-09,Mall of Istanbul
Female,33,Cosmetics,3,121.98,Debit Card,2022-10-11,Metropol AVM
Female,31,Cosmetics,2,81.32,Credit Card,2021-03-10,Forum Istanbul
Female,45,Clothing,5,1500.4,Cash,2023-04-03,Metropol AVM
Male,49,Toys,1,35.84,Cash,2021-03-18,Forum Istanbul
Female,26,Food & Beverage,3,15.69,Credit Card,2021-12-12,Metrocity
Female,55,Cosmetics,4,162.64,Credit Card,2021-03-12,Metropol AVM
Female,42,Technology,3,3150.0,Debit Card,2022-10-19,Emaar Square Mall
Female,65,Technology,2,2100.0,Credit Card,2022-02-27,Kanyon
Female,23,Clothing,2,600.16,Credit Card,2022-07-16,Istinye Park
Female,54,Shoes,5,3000.85,Cash,2021-07-17,Viaport Outlet
Female,52,Cosmetics,3,121.98,Debit Card,2021-08-12,Kanyon
Female,37,Shoes,3,1800.51,Cash,2022-07-29,Mall of Istanbul
Female,48,Books,2,30.3,Credit Card,2021-02-09,Mall of Istanbul
Male,42,Clothing,4,1200.32,Credit Card,2021-06-30,Metropol AVM
