invoice_no,customer_id,gender,age,category,quantity,Price,payment_method,Datetime,shopping_mall
I328471,C943427,Female,25,Souvenir,2,23.46,Debit Card,2023-01-24,Zorlu Center
I215447,C287083,Female,36,Food & Beverage,5,26.15,Cash,2023-01-25,Metropol AVM
I252858,C153944,Female,57,Food & Beverage,1,5.23,Debit Card,2022-03-15,Kanyon
I954011,C147938,Female,37,Cosmetics,1,40.66,Cash,2023-01-25,Emaar Square Mall
I321494,C463180,Male,64,Cosmetics,3,121.98,Debit Card,2022-08-23,Metropol AVM
I186833,C190409,Male,53,Clothing,2,600.16,Debit Card,2021-03-31,Metrocity
I335001,C335642,Male,56,Cosmetics,3,121.98,Cash,2022-12-27,Viaport Outlet
I548818,C309902,Male,26,Souvenir,5,58.65,Credit Card,2022-02-13,Emaar Square Mall
I393679,C213561,Female,36,Cosmetics,3,121.98,Credit Card,2021-04-30,Mall of Istanbul
I324236,C110408,Female,44,Clothing,3,900.24,Cash,2022-05-14,Kanyon
I966554,C336656,Male,35,Clothing,5,1500.4,Cash,2022-09-19,Mall of Istanbul
I113758,C195869,Female,32,Food & Beverage,5,26.15,Credit Card,2022-07-26,Metrocity
I316501,C249906,Male,33,Shoes,4,2400.68,Cash,2022-11-13,Mall of Istanbul
I674453,C378926,Female,36,Books,4,60.6,Debit Card,2022-01-31,Viaport Outlet
I251790,C458789,Female,52,Books,2,30.3,Credit Card,2023-01-25,Emaar Square Mall
I284654,C233144,Female,43,Clothing,4,1200.32,Debit Card,2022-07-20,Kanyon
I314079,C282861,Female,43,Clothing,4,1200.32,Cash,2022-03-25,Mall of Istanbul
I207041,C657682,Female,24,Toys,4,143.36,Cash,2021-07-24,Emaar Square Mall
I266843,C300126,Male,47,Clothing,5,1500.4,Credit Card,2022-06-15,Metrocity
I382036,C168315,Female,51,Clothing,2,600.16,Debit Card,2022-04-18,Metrocity
I219974,C147592,Male,31,Food & Beverage,2,10.46,Cash,2022-03-16,Viaport Outlet
I314123,C114477,Female,25,Books,1,15.15,Cash,2021-12-23,Kanyon
I133793,C374754,Male,23,Cosmetics,4,162.64,Cash,2022-01-19,Cevahir AVM
I791491,C183546,Female,39,Clothing,5,1500.4,Cash,2021-06-15,Viaport Outlet
I124272,C273597,Male,50,Food & Beverage,3,15.69,Credit Card,2022-06-14,Kanyon
I405937,C287075,Female,31,Cosmetics,5,203.3,Credit Card,2021-01-29,Kanyon
I795658,C321911,Male,43,Cosmetics,1,40.66,Cash,2022-12-15,Istinye Park
I264231,C449846,Female,57,Clothing,2,600.16,Credit Card,2022-10-18,Mall of Istanbul
I291830,C706378,Female,48,Cosmetics,1,40.66,Cash,2021-03-27,Mall of Istanbul
I324506,C971646,Female,68,Cosmetics,5,203.3,Credit Card,2021-08-24,Metrocity
I222309,C254931,Male,28,Shoes,3,1800.51,Credit Card,2021-05-22,Kanyon
I124806,C299702,Female,63,Shoes,4,2400.68,Cash,2021-05-31,Mall of Istanbul
I145661,C701489,Male,44,Toys,5,179.2,Credit Card,2022-04-30,Kanyon
I200758,C278788,Male,52,Cosmetics,1,40.66,Credit Card,2023-02-16,Kanyon
I331569,C210612,Female,36,Clothing,4,1200.32,Debit Card,2022-08-13,Metropol AVM
I114962,C333904,Female,42,Shoes,4,2400.68,Cash,2022-12-27,Mall of Istanbul
I113627,C171788,Female,35,Toys,3,107.52,Credit Card,2021-04-29,Mall of Istanbul
I528359,C997799,Male,38,Toys,3,107.52,Cash,2022-09-29,Mall of Istanbul
I154396,C315200,Male,37,Shoes,3,1800.51,Cash,2022-12-14,Mall of Istanbul
I175946,C127033,Male,30,Clothing,2,600.16,Credit Card,2023-02-23,Mall of Istanbul
I151859,C211309,Male,58,Technology,1,1050.0,Cash,2021-07-14,Metropol AVM
I136564,C334315,Male,68,Food & Beverage,3,15.69,Cash,2021-08-14,Mall of Istanbul
I171484,C267252,Male,21,Souvenir,1,11.73,Cash,2022-12-24,Kanyon
I253502,C891523,Female,31,Food & Beverage,5,26.15,Cash,2022-10-25,Metropol AVM
I846159,C168554,Male,68,Toys,5,179.2,Cash,2022-10-24,Kanyon
I632674,C107568,Female,60,Clothing,3,900.24,Cash,2022-05-13,Istinye Park
I577150,C260047,Female,55,Shoes,4,2400.68,Cash,2022-07-25,Metrocity
I204988,C102263,Male,26,Cosmetics,5,203.3,Cash,2021-01-21,Kanyon
I216621,C264291,Female,52,Food & Beverage,3,15.69,Cash,2022-04-28,Zorlu Center
I219992,C171661,Female,31,Technology,5,5250.0,Credit Card,2022-12-18,Istinye Park
I127733,C665777,Male,39,Books,5,75.75,Cash,2021-08-24,Kanyon
I278327,C319814,Female,50,Food & Beverage,1,5.23,Cash,2021-01-16,Viaport Outlet
I333528,C358337,Female,26,Clothing,2,600.16,Cash,2022-08-13,Mall of Istanbul
I963976,C315815,Male,19,Cosmetics,3,121.98,Credit Card,2022-04-25,Metrocity
I127591,C314223,Male,39,Toys,1,35.84,Cash,2022-02-23,Istinye Park
I256951,C202916,Male,27,Toys,1,35.84,Cash,2022-01-18,Istinye Park
I118220,C180494,Female,44,Clothing,2,600.16,Credit Card,2022-10-26,Metropol AVM
I282808,C178146,Male,43,Clothing,2,600.16,Credit Card,2022-01-29,Forum Istanbul
I883957,C213799,Female,34,Toys,2,71.68,Debit Card,2022-12-16,Istinye Park
I303338,C144801,Male,53,Clothing,5,1500.4,Credit Card,2021-03-16,Istinye Park
I162712,C280369,Female,36,Toys,5,179.2,Cash,2021-06-28,Istinye Park
I100028,C325553,Female,18,Clothing,1,300.08,Credit Card,2021-06-19,Metrocity
I914284,C239977,Female,30,Cosmetics,4,162.64,Credit Card,2021-12-26,Forum Istanbul
I391560,C218789,Female,65,Shoes,5,3000.85,Debit Card,2021-05-18,Kanyon
I961931,C198390,Male,28,Souvenir,4,46.92,Credit Card,2021-08-18,Forum Istanbul
I105553,C739533,Female,36,Books,5,75.75,Cash,2021-05-27,Metropol AVM
I339004,C790567,Male,64,Clothing,4,1200.32,Credit Card,2022-07-15,Mall of Istanbul
I680471,C311693,Female,27,Souvenir,4,46.92,Cash,2021-06-17,Emaar Square Mall
I898423,C250549,Female,51,Food & Beverage,4,20.92,Cash,2021-03-17,Cevahir AVM
I144578,C113713,Male,54,Cosmetics,1,40.66,Debit Card,2021-12-31,Kanyon
I121527,C323735,Male,35,Toys,3,107.52,Credit Card,2023-01-26,Mall of Istanbul
I280701,C218378,Male,36,Clothing,3,900.24,Cash,2022-06-16,Viaport Outlet
I266627,C116161,Male,31,Clothing,3,900.24,Credit Card,2021-05-18,Istinye Park
I743049,C212074,Female,50,Clothing,1,300.08,Cash,2022-08-31,Forum Istanbul
I306827,C279536,Female,31,Food & Beverage,3,15.69,Credit Card,2021-10-20,Emaar Square Mall
I127376,C315450,Female,44,Shoes,5,3000.85,Credit Card,2021-05-18,Kanyon
I329877,C104949,Male,44,Clothing,4,1200.32,Debit Card,2023-01-28,Mall of Istanbul
I998103,C815132,Female,52,Clothing,3,900.24,Cash,2022-06-22,Kanyon
I374617,C230043,Female,21,Cosmetics,4,162.64,Credit Card,2021-10-30,Forum Istanbul
I324227,C324087,Male,54,Clothing,4,1200.32,Credit Card,2021-05-15,Metropol AVM
I149120,C173292,Male,38,Clothing,2,600.16,Cash,2022-11-27,Metrocity
I173317,C222818,Female,20,Clothing,1,300.08,Cash,2021-11-29,Kanyon
I133662,C320967,Female,19,Toys,4,143.36,Debit Card,2021-08-25,Kanyon
I271629,C127953,Female,69,Toys,1,35.84,Cash,2021-08-27,Forum Istanbul
I194690,C235672,Male,69,Shoes,2,1200.34,Credit Card,2021-01-27,Forum Istanbul
I875420,C451764,Female,66,Shoes,3,1800.51,Cash,2021-03-30,Kanyon
I103165,C269994,Male,28,Clothing,3,900.24,Debit Card,2022-08-19,Mall of Istanbul
I987120,C235350,Female,50,Shoes,5,3000.85,Cash,2021-02-21,Kanyon
I333750,C215469,Female,41,Souvenir,1,11.73,Cash,2022-03-27,Kanyon
I232338,C545065,Female,18,Clothing,4,1200.32,Debit Card,2022-09-22,Metropol AVM
I184142,C135054,Male,62,Food & Beverage,3,15.69,Credit Card,2021-01-25,Mall of Istanbul
I307769,C602563,Female,50,Clothing,4,1200.32,Credit Card,2022-11-28,Kanyon
I233307,C968067,Female,69,Books,3,45.45,Cash,2021-02-20,Mall of Istanbul
I894887,C206187,Male,26,Toys,5,179.2,Cash,2022-07-17,Mall of Istanbul
I250286,C299094,Male,56,Books,2,30.3,Cash,2022-04-17,Mall of Istanbul
I213241,C152562,Male,49,Clothing,4,1200.32,Debit Card,2022-12-13,Kanyon
I140255,C135168,Male,23,Food & Beverage,2,10.46,Credit Card,2023-02-20,Mall of Istanbul
I312588,C230343,Male,22,Clothing,4,1200.32,Cash,2021-12-29,Mall of Istanbul
I265468,C280264,Female,41,Souvenir,2,23.46,Cash,2022-12-20,Kanyon
I183012,C828617,Male,59,Clothing,3,900.24,Cash,2021-09-18,Emaar Square Mall
I187332,C104567,Male,69,Clothing,3,900.24,Cash,2021-04-15,Mall of Istanbul
I300517,C718629,Male,32,Clothing,2,600.16,Cash,2022-10-25,Emaar Square Mall
I287637,C419661,Male,60,Cosmetics,2,81.32,Cash,2021-09-19,Metrocity
I225305,C484937,Male,18,Toys,4,143.36,Cash,2022-11-20,Zorlu Center
I326428,C296601,Female,48,Clothing,3,900.24,Cash,2022-09-13,Kanyon
I232002,C352229,Male,51,Clothing,3,900.24,Credit Card,2023-01-18,Metrocity
I522274,C124527,Male,29,Shoes,1,600.17,Cash,2022-05-25,Metrocity
I394738,C210478,Female,55,Toys,5,179.2,Cash,2021-03-29,Istinye Park
I214768,C125121,Female,45,Clothing,2,600.16,Cash,2021-05-25,Metropol AVM
I147591,C140997,Female,49,Clothing,1,300.08,Cash,2022-06-25,Mall of Istanbul
I186217,C372476,Female,52,Clothing,1,300.08,Credit Card,2022-02-15,Forum Istanbul
I118066,C183972,Male,19,Clothing,3,900.24,Cash,2022-11-16,Istinye Park
I264630,C283241,Female,32,Clothing,1,300.08,Credit Card,2022-06-15,Metropol AVM
I344717,C299940,Female,52,Clothing,4,1200.32,Cash,2022-01-19,Metrocity
I156049,C208772,Female,38,Clothing,5,1500.4,Cash,2021-06-26,Kanyon
I267996,C294687,Male,34,Clothing,1,300.08,Cash,2022-04-20,Mall of Istanbul
I200274,C263406,Female,29,Shoes,3,1800.51,Credit Card,2021-06-26,Metrocity
I187177,C543738,Female,61,Clothing,1,300.08,Credit Card,2022-02-24,Kanyon
I216707,C168019,Female,42,Cosmetics,2,81.32,Cash,2022-11-18,Forum Istanbul
I132373,C551838,Female,21,Shoes,2,1200.34,Cash,2021-01-30,Zorlu Center
I319575,C258867,Male,35,Clothing,4,1200.32,Cash,2022-10-31,Kanyon
I163027,C148505,Female,56,Clothing,3,900.24,Cash,2021-02-28,Cevahir AVM
I330123,C201870,Female,42,Clothing,3,900.24,Debit Card,2022-08-14,Cevahir AVM
I257145,C162883,Male,53,Cosmetics,5,203.3,Credit Card,2022-03-27,Kanyon
I285896,C477792,Female,34,Clothing,3,900.24,Debit Card,2022-12-24,Kanyon
I202983,C307016,Male,36,Clothing,5,1500.4,Cash,2021-05-22,Istinye Park
I224722,C181663,Male,66,Food & Beverage,1,5.23,Cash,2022-10-23,Emaar Square Mall
I316553,C268490,Male,62,Clothing,3,900.24,Credit Card,2021-04-30,Mall of Istanbul
I311979,C281565,Female,41,Cosmetics,3,121.98,Cash,2021-01-16,Istinye Park
I196797,C796296,Male,20,Clothing,1,300.08,Credit Card,2022-08-24,Mall of Istanbul
I154381,C139859,Male,36,Cosmetics,1,40.66,Cash,2022-04-30,Kanyon
I750463,C100833,Female,40,Toys,5,179.2,Debit Card,2022-07-19,Cevahir AVM
I112430,C141623,Female,64,Cosmetics,4,162.64,Cash,2022-09-27,Zorlu Center
I842493,C202057,Male,48,Clothing,3,900.24,Debit Card,2021-07-25,Mall of Istanbul
I264751,C204720,Female,37,Clothing,1,300.08,Cash,2022-09-29,Metrocity
I320086,C278307,Female,65,Food & Beverage,5,26.15,Credit Card,2021-03-18,Zorlu Center
I250691,C231714,Male,28,Clothing,3,900.24,Cash,2021-08-21,Mall of Istanbul
I625260,C238643,Female,67,Cosmetics,2,81.32,Debit Card,2022-10-14,Mall of Istanbul
I230738,C440322,Male,65,Cosmetics,2,81.32,Credit Card,2022-02-13,Kanyon
I102501,C634728,Male,54,Clothing,3,900.24,Credit Card,2021-09-29,Istinye Park
I137828,C192045,Female,32,Books,1,15.15,Cash,2021-12-28,Viaport Outlet
I306069,C771470,Female,55,Toys,3,107.52,Cash,2021-01-25,Kanyon
I290741,C819584,Female,48,Clothing,1,300.08,Credit Card,2022-07-15,Istinye Park
I269825,C168912,Female,40,Food & Beverage,3,15.69,Cash,2021-06-29,Mall of Istanbul
I319681,C304748,Female,32,Clothing,4,1200.32,Credit Card,2021-06-28,Mall of Istanbul
I313240,C115666,Male,67,Clothing,3,900.24,Debit Card,2023-02-21,Metrocity
I323783,C277142,Female,46,Technology,1,1050.0,Cash,2021-03-14,Viaport Outlet
I296813,C199828,Male,24,Clothing,1,300.08,Debit Card,2022-02-27,Metropol AVM
I455918,C207236,Female,28,Cosmetics,1,40.66,Cash,2021-04-24,Emaar Square Mall
I322692,C214669,Male,25,Clothing,1,300.08,Debit Card,2021-12-22,Kanyon
I222831,C268933,Female,64,Technology,4,4200.0,Cash,2021-10-30,Viaport Outlet
I231804,C300888,Female,32,Technology,4,4200.0,Debit Card,2021-07-26,Metrocity
I304392,C322573,Female,56,Clothing,5,1500.4,Credit Card,2022-02-21,Istinye Park
I903691,C163282,Male,35,Technology,5,5250.0,Cash,2022-10-14,Emaar Square Mall
I285268,C192364,Female,57,Food & Beverage,1,5.23,Cash,2023-02-22,Viaport Outlet
I174403,C200628,Female,31,Books,4,60.6,Credit Card,2021-12-27,Istinye Park
I536043,C220728,Male,31,Food & Beverage,1,5.23,Cash,2021-08-21,Kanyon
I857619,C219734,Female,57,Food & Beverage,1,5.23,Cash,2022-07-23,Mall of Istanbul
I223866,C942468,Female,37,Clothing,2,600.16,Debit Card,2021-12-20,Kanyon
I225003,C557932,Male,32,Cosmetics,4,162.64,Debit Card,2021-09-15,Kanyon
I163162,C209082,Female,36,Clothing,5,1500.4,Cash,2022-10-26,Kanyon
I248190,C154446,Male,66,Cosmetics,5,203.3,Debit Card,2021-07-18,Mall of Istanbul
I290332,C317513,Male,18,Cosmetics,5,203.3,Cash,2022-01-15,Metropol AVM
I121972,C275393,Male,59,Clothing,4,1200.32,Credit Card,2022-02-25,Mall of Istanbul
I163993,C152835,Female,28,Clothing,2,600.16,Credit Card,2023-02-25,Metrocity
I173155,C220197,Female,19,Toys,4,143.36,Debit Card,2021-03-18,Metrocity
I714542,C224801,Male,41,Cosmetics,3,121.98,Debit Card,2022-05-14,Kanyon
I207805,C182594,Male,38,Shoes,5,3000.85,Debit Card,2022-12-23,Mall of Istanbul
I300659,C337542,Female,51,Food & Beverage,3,15.69,Credit Card,2022-04-21,Metropol AVM
I216005,C268386,Male,19,Cosmetics,3,121.98,Cash,2022-10-31,Metropol AVM
I305653,C283395,Male,25,Cosmetics,3,121.98,Debit Card,2023-01-25,Kanyon
I312560,C579834,Male,19,Clothin,2,600.16,Credit Card,2021-09-24,Metrocity
I319914,C109796,Female,67,Toys,3,107.52,Cash,2021-05-30,Metropol AVM
I198486,C170176,Female,63,Clothing,1,300.08,Cash,2021-06-30,Kanyon
I344103,C126296,Female,57,Clothing,2,600.16,Debit Card,2022-09-19,Emaar Square Mall
I312415,C317196,Male,28,Clothing,1,300.08,Cash,2023-02-16,Metrocity
I639309,C203690,Female,57,Food & Beverage,3,15.69,Cash,2022-10-15,Forum Istanbul
I157971,C328217,Female,28,Clothing,3,900.24,Debit Card,2021-04-19,Emaar Square Mall
I216843,C286256,Male,34,Toys,4,143.36,Credit Card,2022-04-21,Kanyon
I206724,C259605,Male,38,Food & Beverage,4,20.92,Debit Card,2021-10-24,Metropol AVM
I324508,C226304,Male,46,Clothing,2,600.16,Credit Card,2022-10-31,Kanyon
I128683,C249497,Female,59,Cosmetics,1,40.66,Debit Card,2021-08-19,Forum Istanbul
I125783,C252355,Male,59,Clothing,2,600.16,Debit Card,2022-09-13,Viaport Outlet
I697175,C139042,Male,23,Toys,3,107.52,Debit Card,2021-12-21,Mall of Istanbul
I213351,C129247,Female,22,Toys,4,143.36,Debit Card,2021-06-18,Kanyon
I389729,C312444,Male,26,Toys,1,35.84,Debit Card,2022-09-23,Mall of Istanbul
I484783,C548172,Female,51,Clothing,5,1500.4,Credit Card,2022-06-30,Kanyon
I422994,C174745,Female,43,Toys,1,35.84,Credit Card,2022-03-25,Kanyon
I131342,C186344,Female,42,Clothing,1,300.08,Debit Card,2022-09-19,Istinye Park
I825066,C189796,Female,19,Cosmetics,3,121.98,Debit Card,2023-02-13,Metrocity
I610950,C199907,Male,22,Souvenir,2,23.46,Debit Card,2021-08-21,Mall of Istanbul
I199321,C325500,Male,24,Cosmetics,5,203.3,Cash,2021-07-21,Istinye Park
I147386,C225400,Female,18,Souvenir,3,35.19,Cash,2022-12-23,Metrocity
I231820,C110988,Male,23,Clothing,4,1200.32,Credit Card,2021-06-14,Viaport Outlet
I277583,C309441,Male,58,Clothing,5,1500.4,Cash,2021-11-29,Viaport Outlet
I337696,C222704,Male,35,Shoes,3,1800.51,Credit Card,2021-10-16,Zorlu Center
I121153,C145594,Female,38,Food & Beverage,2,10.46,Credit Card,2022-09-28,Metropol AVM
I331507,C223307,Male,30,Shoes,1,600.17,Debit Card,2022-03-14,Mall of Istanbul
I318067,C210405,Female,25,Clothing,2,600.16,Credit Card,2022-05-31,Kanyon
I127930,C576719,Male,54,Clothing,1,300.08,Cash,2022-11-15,Kanyon
I134085,C200743,Male,51,Food & Beverage,5,26.15,Cash,2021-02-19,Metrocity
I201700,C186575,Male,33,Cosmetics,3,121.98,Cash,2022-09-21,Cevahir AVM
I212989,C161268,Male,57,Toys,5,179.2,Credit Card,2021-11-17,Mall of Istanbul
I194724,C246303,Male,67,Clothing,2,600.16,Debit Card,2023-01-31,Kanyon
I140551,C253614,Female,20,Clothing,5,1500.4,Debit Card,2021-07-18,Metrocity
I321274,C302390,Female,24,Clothing,1,300.08,Debit Card,2021-01-19,Mall of Istanbul
I753720,C986683,Female,35,Clothing,2,600.16,Cash,2021-06-28,Cevahir AVM
I107784,C117534,Female,49,Clothing,5,1500.4,Cash,2022-10-22,Istinye Park
I292547,C178773,Female,42,Food & Beverage,4,20.92,Credit Card,2021-03-13,Istinye Park
I184074,C281626,Female,65,Food & Beverage,5,26.15,Cash,2021-09-13,Emaar Square Mall
I728782,C178141,Male,23,Clothing,2,600.16,Cash,2022-07-25,Metropol AVM
I192841,C158834,Male,54,Toys,3,107.52,Cash,2021-07-20,Kanyon
I684834,C290950,Female,42,Clothing,3,900.24,Cash,2021-06-14,Emaar Square Mall
I745266,C201034,Female,55,Souvenir,2,23.46,Debit Card,2022-03-25,Istinye Park
I700195,C555990,Female,54,Clothing,1,300.08,Credit Card,2021-03-17,Mall of Istanbul
I102451,C127080,Female,18,Cosmetics,4,162.64,Credit Card,2021-01-24,Istinye Park
I834638,C160213,Female,39,Clothing,5,1500.4,Credit Card,2022-05-14,Metrocity
I831916,C215210,Male,42,Clothing,5,1500.4,Debit Card,2021-09-24,Mall of Istanbul
I258495,C268604,Male,35,Souvenir,3,35.19,Cash,2021-08-15,Mall of Istanbul
I908060,C193889,Female,57,Food & Beverage,2,10.46,Credit Card,2022-10-13,Mall of Istanbul
I659180,C287886,Female,55,Toys,1,35.84,Debit Card,2022-12-20,Kanyon
I953809,C843176,Female,27,Cosmetics,2,81.32,Credit Card,2023-02-26,Metrocity
I226877,C558557,Male,23,Food & Beverage,5,26.15,Cash,2021-12-20,Mall of Istanbul
I698422,C265178,Male,18,Food & Beverage,4,20.92,Debit Card,2022-08-24,Metropol AVM
I530052,C307429,Female,44,Technology,5,5250.0,Cash,2021-04-30,Kanyon
I178314,C324818,Female,40,Books,4,60.6,Debit Card,2021-09-23,Forum Istanbul
I238015,C292533,Female,68,Toys,5,179.2,Credit Card,2022-10-30,Istinye Park
I217714,C109718,Male,50,Cosmetics,2,81.32,Cash,2022-04-26,Kanyon
I146413,C139661,Female,46,Cosmetics,1,40.66,Credit Card,2022-10-21,Viaport Outlet
I310552,C531490,Female,22,Food & Beverage,1,5.23,Cash,2022-02-15,Kanyon
I113907,C102103,Female,56,Clothing,5,1500.4,Credit Card,2022-09-24,Kanyon
I132034,C273293,Female,52,Cosmetics,3,121.98,Debit Card,2022-07-23,Cevahir AVM
I616996,C218016,Female,67,Clothing,2,600.16,Cash,2022-08-31,Forum Istanbul
I614410,C222528,Male,27,Shoes,5,3000.85,Cash,2022-09-28,Istinye Park
I545404,C896151,Female,44,Food & Beverage,3,15.69,Debit Card,2021-08-21,Kanyon
I438879,C174914,Female,32,Toys,2,71.68,Cash,2021-01-18,Metropol AVM
I298596,C988207,Male,51,Clothing,4,1200.32,Cash,2022-11-25,Mall of Istanbul
I203444,C206588,Male,64,Clothing,3,900.24,Credit Card,2022-04-23,Metropol AVM
I282224,C144573,Female,69,Cosmetics,3,121.98,Cash,2022-05-30,Kanyon
I347850,C172019,Male,22,Food & Beverage,4,20.92,Debit Card,2022-07-29,Mall of Istanbul
I582391,C149700,Female,28,Clothing,4,1200.32,Credit Card,2021-12-27,Kanyon
I104081,C189700,Female,62,Toys,1,35.84,Cash,2022-03-24,Zorlu Center
I311206,C162350,Male,60,Toys,4,143.36,Credit Card,2022-08-23,Metropol AVM
I326356,C296120,Male,68,Toys,3,107.52,Cash,2022-03-15,Metrocity
I216480,C320691,Female,66,Food & Beverage,2,10.46,Credit Card,2022-04-19,Istinye Park
I150287,C141718,Male,32,Clothing,5,1500.4,Cash,2022-11-28,Viaport Outlet
I877976,C184862,Male,50,Clothing,4,1200.32,Debit Card,2021-12-31,Cevahir AVM
I427287,C215182,Male,60,Books,5,75.75,Debit Card,2021-05-30,Metropol AVM
I225787,C189866,Female,50,Souvenir,2,23.46,Cash,2022-07-31,Zorlu Center
I348081,C112999,Female,49,Food & Beverage,1,5.23,Cash,2022-03-15,Kanyon
I316642,C141905,Female,20,Clothing,2,600.16,Cash,2021-05-28,Viaport Outlet
I247863,C611596,Female,19,Clothing,4,1200.32,Cash,2021-07-25,Mall of Istanbul
I473662,C140309,Male,27,Food & Beverage,4,20.92,Cash,2022-12-15,Metrocity
I356966,C279944,Female,66,Clothing,3,900.24,Credit Card,2022-06-26,Mall of Istanbul
I203732,C703986,Female,51,Cosmetics,2,81.32,Cash,2021-10-27,Kanyon
I183050,C199518,Male,51,Clothing,4,1200.32,Credit Card,2021-03-25,Forum Istanbul
I254090,C181596,Male,69,Toys,5,179.2,Cash,2022-11-19,Kanyon
I259581,C791362,Male,61,Clothing,4,1200.32,Credit Card,2021-03-19,Kanyon
I519251,C336931,Female,28,Clothing,4,1200.32,Debit Card,2022-10-16,Mall of Istanbul
I171457,C158922,Male,69,Cosmetics,2,81.32,Cash,2022-01-27,Metropol AVM
I178258,C238314,Female,58,Clothing,5,1500.4,Credit Card,2021-09-16,Mall of Istanbul
I500524,C324910,Male,42,Clothing,4,1200.32,Cash,2021-09-22,Mall of Istanbul
I169485,C138085,Male,55,Clothing,5,1500.4,Debit Card,2023-02-23,Mall of Istanbul
I207476,C304684,Female,47,Toys,5,179.2,Credit Card,2021-05-18,Emaar Square Mall
I148307,C278182,Female,38,Clothing,5,1500.4,Cash,2021-09-30,Kanyon
I208284,C285270,Female,34,Books,3,45.45,Credit Card,2022-11-18,Metrocity
I460487,C316653,Female,33,Toys,4,143.36,Credit Card,2021-12-29,Mall of Istanbul
I157634,C272415,Female,67,Toys,2,71.68,Debit Card,2021-03-23,Mall of Istanbul
I265658,C307494,Female,23,Shoes,2,1200.34,Cash,2021-02-18,Mall of Istanbul
I402493,C560205,Male,69,Clothing,5,1500.4,Credit Card,2021-07-15,Mall of Istanbul
I154266,C330532,Female,33,Shoes,1,600.17,Debit Card,2022-12-18,Istinye Park
I127320,C371686,Female,25,Clothing,1,300.08,Debit Card,2022-01-14,Mall of Istanbul
I214439,C999683,Female,56,Souvenir,5,58.65,Credit Card,2021-06-29,Metropol AVM
I285211,C129498,Female,66,Clothing,2,600.16,Cash,2022-04-27,Mall of Istanbul
I193126,C214205,Female,28,Clothing,4,1200.32,Credit Card,2021-07-28,Istinye Park
I238737,C242201,Male,23,Books,4,60.6,Cash,2022-06-15,Mall of Istanbul
I995836,C151443,Male,37,Shoes,1,600.17,Cash,2021-10-21,Kanyon
I459767,C142609,Female,18,Cosmetics,5,203.3,Credit Card,2022-05-22,Metrocity
I196718,C301185,Male,18,Clothing,3,900.24,Cash,2022-04-13,Forum Istanbul
I231772,C103725,Female,28,Food & Beverage,4,20.92,Cash,2023-01-29,Zorlu Center
I331271,C297341,Female,62,Cosmetics,1,40.66,Cash,2021-03-14,Kanyon
I114393,C993043,Male,26,Souvenir,4,46.92,Debit Card,2022-10-30,Cevahir AVM
I182406,C143195,Male,48,Technology,3,3150.0,Cash,2021-05-13,Istinye Park
I210235,C307720,Male,48,Souvenir,3,35.19,Cash,2023-01-20,Emaar Square Mall
I143129,C107266,Male,43,Clothing,3,900.24,Cash,2022-05-26,Forum Istanbul
I181554,C329181,Female,40,Clothing,4,1200.32,Cash,2021-08-23,Emaar Square Mall
I206681,C212559,Male,56,Cosmetics,2,81.32,Cash,2021-05-18,Metrocity
I206746,C110426,Female,37,Toys,3,107.52,Credit Card,2021-04-13,Metropol AVM
I241006,C155966,Female,66,Clothing,3,900.24,Credit Card,2022-05-16,Kanyon
I266792,C188701,Female,21,Shoes,2,1200.34,Debit Card,2021-05-29,Istinye Park
I213849,C291332,Female,69,Shoes,1,600.17,Cash,2021-11-17,Mall of Istanbul
I176684,C189929,Male,34,Toys,2,71.68,Credit Card,2021-03-15,Zorlu Center
I225228,C194861,Male,37,Shoes,3,1800.51,Credit Card,2022-06-21,Mall of Istanbul
I118905,C229910,Female,49,Food & Beverage,3,15.69,Credit Card,2022-02-24,Metropol AVM
I136337,C288887,Male,32,Books,1,15.15,Debit Card,2021-10-31,Mall of Istanbul
I137472,C186773,Male,29,Clothing,2,600.16,Credit Card,2022-10-27,Zorlu Center
I273763,C282082,Female,66,Clothing,5,1500.4,Cash,2022-01-18,Kanyon
I220572,C243217,Female,65,Clothing,2,600.16,Debit Card,2021-01-26,Kanyon
I197440,C195975,Female,56,Toys,3,107.52,Cash,2022-05-15,Istinye Park
I334100,C813574,Male,59,Clothing,2,600.16,Cash,2022-01-19,Metropol AVM
I191941,C351743,Female,40,Clothing,3,900.24,Cash,2021-12-28,Metrocity
I695563,C125187,Male,35,Shoes,3,1800.51,Cash,2022-03-13,Metropol AVM
I174866,C645586,Male,59,Food & Beverage,4,20.92,Cash,2022-10-29,Kanyon
I267073,C166347,Female,37,Souvenir,1,11.73,Cash,2022-04-22,Metropol AVM
I458834,C237832,Female,36,Cosmetics,3,121.98,Cash,2021-09-22,Metropol AVM
I988358,C287864,Female,68,Shoes,4,2400.68,Cash,2021-07-24,Viaport Outlet
I145618,C472625,Female,33,Food & Beverage,1,5.23,Cash,2022-12-16,Mall of Istanbul
I182885,C470976,Male,68,Clothing,4,1200.32,Debit Card,2022-12-18,Cevahir AVM
I261672,C326275,Male,23,Clothing,1,300.08,Credit Card,2022-03-22,Kanyon
I829021,C102163,Female,18,Food & Beverage,4,20.92,Cash,2021-12-21,Viaport Outlet
I154637,C283094,Female,40,Toys,1,35.84,Credit Card,2022-04-27,Istinye Park
I239914,C341281,Female,32,Food & Beverage,3,15.69,Debit Card,2021-06-19,Istinye Park
